modelo,window,transform,exog,n_exog,use_tda,estrategia,fold,mae,rmse,mape,r2,__label__
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,False,exclude,3,37.5587139831613,44.05050071761324,28.294524822775724,-0.3444499636897939,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|exclude
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,False,isolation,1,31.03024210670704,37.3416599802036,24.55841381200001,0.0132253218718323,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|isolation
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,False,isolation,2,32.88828691281256,41.99373173167922,25.52829023056361,-0.0891602616917413,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|isolation
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,False,isolation,3,38.08199868865067,45.20284605793732,27.89655815876335,-0.41571066712733,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|isolation
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,none,1,29.408899417316505,36.35118287443984,23.331018761098363,0.0648789115661061,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,none,2,47.48343119317344,54.17808162163353,39.242706074173086,-0.8128843291685144,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,none,3,34.56936865897473,42.11279875766313,25.63767380208983,-0.2287715712340603,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,dummy,1,29.408899417316505,36.35118287443984,23.331018761098363,0.0648789115661061,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda|dummy
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,dummy,2,47.48343119317344,54.17808162163353,39.242706074173086,-0.8128843291685144,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda|dummy
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,dummy,3,34.56936865897473,42.11279875766313,25.63767380208983,-0.2287715712340603,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda|dummy
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,winsorize,1,29.408899417316505,36.35118287443984,23.331018761098363,0.0648789115661061,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda|winsorize
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,winsorize,2,47.48343119317344,54.17808162163353,39.242706074173086,-0.8128843291685144,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda|winsorize
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,winsorize,3,34.56936865897473,42.11279875766313,25.63767380208983,-0.2287715712340603,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda|winsorize
ElasticNet,36,seasonal_diff,cpi_fresh_fruits+ppi_fertilizers+diesel_price,3,True,exclude,1,29.408899417316505,36.35118287443984,23.331018761098363,0.0648789115661061,ElasticNet|w36|seasonal_diff|cpi_+ppi_+dies|tda|exclude
