factor,n_pairs,mean_mae_on,mean_mae_off,mean_diff,median_diff,wilcoxon_stat,p_value,significativo_0.05,cliffs_delta,efecto,ayuda
use_tda,43520,33.354447905143346,32.59143140336899,0.7630165017743523,0.0,137592026.5,0.0,True,0.04735003778266247,insignificante,False
has_exog,5440,33.12852947500188,30.6390923430705,2.4894371319313846,0.20243132095258076,3902876.0,2.850456821400939e-144,True,0.08115862889273356,insignificante,False
